,name,distance,moving_time,total_elevation_gain,workout_type,kudos_count,max_speed,average_heartrate,max_heartrate,pr_count,suffer_score,is_named,local_date,run_per_day,max_run,run_area,average_speed_mpk,datetime,hour,uk_awake,kfold
698,Door to door service 🚪 ,16.2853,76.96666666666667,217.7,0.0,44,5.1,136.8,160.0,0,24.0,1,2020-10-07,2,1,1.4372984878718853,4.726602382302893,2020-10-07 13:14:58,13,1,2
699,"No water in canal, so ran in the actually canal, obviously ",7.0082,32.333333333333336,14.0,0.0,57,4.7,117.1,135.0,0,5.0,1,2020-10-28,2,0,0.3201188519597053,4.6140642303433,2020-10-28 23:58:43,23,0,2
700,Mileage with de Mello ,16.2184,73.78333333333333,146.0,0.0,50,7.6,139.9,160.0,2,26.0,1,2020-02-27,1,1,98.40331076702569,4.548580786026201,2020-02-27 08:55:07,8,1,2
701,Back with the Mercurial de Mello,11.2156,40.06666666666667,4.0,3.0,68,7.8,146.4,176.0,6,21.0,1,2020-06-13,4,1,16.15721012058202,3.572561629153269,2020-06-13 15:30:36,15,1,2
702,WD,3.1968,16.016666666666666,22.0,0.0,9,4.7,155.2,165.0,0,18.0,1,2021-01-29,4,0,0.0820786226540803,5.00931770363691,2021-01-29 22:25:23,22,0,2
703,WU,4.0173000000000005,17.9,21.0,0.0,15,4.8,131.0,147.0,1,4.0,1,2020-08-15,3,0,0.0690255546942353,4.454958567228014,2020-08-15 12:32:26,12,1,2
704,Ihmels’ domain ,29.5944,128.7,71.0,2.0,84,5.0,155.3,181.0,0,140.0,1,2021-02-20,1,1,204.07171687111256,4.349164926931107,2021-02-20 16:16:07,16,1,2
705,Nice.,13.0097,55.1,178.8,0.0,56,5.9,150.6,174.0,0,46.0,1,2020-05-24,1,1,52.10237504797988,4.235324015247777,2020-05-24 09:41:55,9,1,2
706,WU,4.8397,23.9,44.0,0.0,9,4.6,133.3,155.0,0,6.0,1,2021-02-12,4,0,0.1627311576157808,4.938074074074074,2021-02-12 21:10:54,21,0,2
707,"On Saturday, we battle ",11.433,52.2,19.0,0.0,35,6.8,130.9,147.0,0,12.0,1,2020-01-02,1,1,0.2002649580390425,4.5660273972602745,2020-01-02 18:21:40,18,1,2
708,Easy 60 🦦,13.8808,62.23333333333333,161.6,0.0,47,6.2,138.5,163.0,0,20.0,1,2020-08-14,1,1,65.37482840940356,4.483723432875975,2020-08-14 11:51:52,11,1,2
709,Evening Run,1.5886,8.016666666666667,14.0,0.0,5,8.0,132.3,145.0,0,1.0,0,2019-12-10,4,0,0.0536800143891014,5.045716015743264,2019-12-10 19:29:09,19,1,2
710,Pre meet ,7.196,28.383333333333333,3.0,3.0,33,8.6,148.7,173.0,0,16.0,1,2021-01-29,4,0,2.207397483289242,3.944615384615385,2021-01-29 21:51:05,21,0,2
711,Usual from the usual ,12.015,53.48333333333333,176.4,0.0,47,6.1,141.2,158.0,0,19.0,1,2020-06-03,1,1,33.44023502904747,4.451388888888888,2020-06-03 08:45:31,8,1,2
712,Fly in eye 🦟➡️👁 ,10.0226,43.4,133.8,0.0,57,5.9,150.2,169.0,0,34.0,1,2020-05-17,1,1,25.86016498753452,4.3299558326838135,2020-05-17 08:39:06,8,1,2
713,WU,4.1993,19.066666666666663,6.0,0.0,8,6.8,137.7,152.0,0,5.0,1,2020-06-09,4,0,6.055909989299835,4.539907382184691,2020-06-09 16:18:04,16,1,2
714,SLR,24.0047,103.46666666666668,401.9,2.0,96,6.2,150.8,173.0,3,86.0,1,2020-06-28,1,1,195.59295492399545,4.309800879234549,2020-06-28 09:17:58,9,1,2
715,"Damn, that’s one nice duck pond",6.9482,31.53333333333333,7.0,0.0,31,5.6,135.1,147.0,0,7.0,1,2020-09-02,2,0,0.1671607606112957,4.538671023965142,2020-09-02 21:34:05,21,0,2
716,Tempo tummy ,0.7356,3.716666666666667,2.0,0.0,17,3.9,143.1,155.0,0,1.0,1,2021-02-05,4,0,0.3922585165128112,5.05183388905729,2021-02-05 22:46:47,22,0,2
717,Huge week of mileage ,7.527699999999999,33.11666666666667,122.3,0.0,42,6.0,146.0,172.0,1,19.0,1,2020-05-10,1,1,4.464335052034585,4.399683210137276,2020-05-10 09:47:23,9,1,2
718,Afternoon Run,8.0094,35.21666666666667,43.0,0.0,34,5.3,133.7,149.0,0,8.0,0,2020-04-17,1,1,19.06317002067226,4.39620152993933,2020-04-17 16:50:10,16,1,2
719,Oh baby we getting there 😼,18.0085,78.38333333333334,295.0,0.0,65,5.6,150.2,174.0,0,57.0,1,2020-06-07,1,1,82.43577008215652,4.352572473230609,2020-06-07 09:38:47,9,1,2
720,Squeaky ,16.4677,73.3,226.4,0.0,47,6.6,133.4,154.0,3,18.0,1,2020-09-07,2,1,5.271600093692541,4.451388888888888,2020-09-07 14:00:17,14,1,2
721,WU,5.7968,25.383333333333333,8.0,0.0,14,4.9,136.3,154.0,0,7.0,1,2021-02-09,4,0,0.8157046977430582,4.378875459800315,2021-02-09 21:18:55,21,0,2
722,🦆,8.0639,42.21666666666667,52.0,0.0,35,9.1,127.8,153.0,0,9.0,1,2021-03-15,2,0,0.0475323759019374,5.23429648241206,2021-03-15 21:08:18,21,0,2
723,WD,4.0097,17.666666666666668,9.0,0.0,11,4.7,148.0,162.0,0,10.0,1,2020-07-28,4,0,5.154215000402473,4.405498281786942,2020-07-28 11:17:00,11,1,2
724,WD,3.4433,15.5,44.4,0.0,22,5.3,146.8,159.0,0,7.0,1,2020-02-29,4,0,3.3605105272727087,4.501890869800108,2020-02-29 17:13:21,17,1,2
725,SLR ,27.1311,120.0,297.1,2.0,82,7.2,141.6,167.0,3,53.0,1,2020-08-22,1,1,6.661750376224518,4.42303609341826,2020-08-22 14:08:26,14,1,2
726,WD,2.6218000000000004,11.233333333333333,0.0,0.0,11,8.5,155.2,164.0,0,12.0,1,2020-05-23,4,0,1.4132649994280655,4.284318766066838,2020-05-23 18:00:59,18,1,2
727,Woah woah woah ,9.5001,43.06666666666667,53.0,0.0,39,9.4,143.2,164.0,1,19.0,1,2020-03-05,1,1,0.6027446943335235,4.532499320097906,2020-03-05 17:55:53,17,1,2
728,WD,4.0089,17.7,24.0,0.0,14,4.4,147.3,160.0,0,10.0,1,2020-07-04,4,0,7.177379984568688,4.414834437086093,2020-07-04 11:44:45,11,1,2
729,WU,3.1448,14.983333333333333,8.0,0.0,12,4.3,141.4,159.0,0,5.0,1,2020-03-07,4,0,0.4233849722368177,4.7644368210405945,2020-03-07 13:55:34,13,1,2
730,WD,3.4152,18.133333333333333,45.0,0.0,24,3.9,127.8,153.0,0,4.0,1,2020-09-08,4,0,0.7940572686493397,5.309334182860784,2020-09-08 14:37:07,14,1,2
731,WD,3.4009,16.116666666666667,9.0,0.0,11,4.6,145.7,165.0,0,7.0,1,2020-03-18,3,0,2.085454798361752,4.738697753767416,2020-03-18 19:18:11,19,1,2
732,Strides,1.3160999999999998,7.166666666666667,1.0,0.0,9,8.7,143.0,160.0,0,3.0,1,2020-01-18,4,0,0.0269799784291535,5.444625939235544,2020-01-18 11:33:59,11,1,2
733,Ahhhhhh,10.2033,45.55,84.0,0.0,47,8.7,131.7,148.0,1,10.0,1,2020-02-24,2,1,68.41947470093146,4.464505759442807,2020-02-24 07:55:56,7,1,2
734,Battle born XC - 22nd 🐒,8.1655,23.78333333333333,33.1,1.0,133,7.8,165.3,201.0,0,36.0,1,2021-02-19,4,0,3.4725177101790905,2.9126179657462425,2021-02-19 18:00:34,18,1,2
735,WD,3.2675,16.116666666666667,14.0,0.0,11,4.0,126.9,138.0,0,3.0,1,2020-01-21,4,0,1.450079980713781,4.932228469961527,2020-01-21 19:59:58,19,1,2
736,WU,4.8454,22.15,27.0,0.0,11,4.8,144.0,162.0,0,11.0,1,2020-10-13,4,0,0.1443317160010337,4.571036752605595,2020-10-13 21:10:58,21,0,2
737,Afternoon Run,2.1082,10.766666666666667,12.0,0.0,11,6.0,141.1,157.0,0,4.0,0,2020-02-22,5,0,3.1443898478755727,5.107569721115538,2020-02-22 16:55:20,16,1,2
738,Smokey out 😷 ,16.1043,70.8,222.0,0.0,47,5.8,143.6,184.0,1,39.0,1,2020-09-14,3,1,4.993658512830734,4.39620152993933,2020-09-14 14:05:48,14,1,2
739,"You better sleep with one eye open tonight, Sam ",22.0248,88.9,91.0,0.0,69,6.4,154.9,173.0,3,100.0,1,2020-12-31,2,1,13.332024946066667,4.036328408815694,2020-12-31 10:14:58,10,1,2
740,awobabobbob,8.6516,36.73333333333333,101.4,0.0,34,6.2,145.0,161.0,1,18.0,1,2020-08-12,2,0,23.61784572713077,4.2461146496815285,2020-08-12 22:39:53,22,0,2
741,WU,4.8306,21.366666666666667,7.0,0.0,9,4.7,124.1,142.0,2,4.0,1,2021-01-26,4,0,1.2765463907271624,4.42303609341826,2021-01-26 21:12:19,21,0,2
742,Sidewinder ,27.0457,120.08333333333331,487.0,2.0,74,6.2,152.5,175.0,7,112.0,1,2021-02-06,1,1,53.76202752813697,4.439531166755461,2021-02-06 16:16:44,16,1,2
743,Ligma,8.1518,38.38333333333333,12.0,0.0,32,6.9,152.1,169.0,0,36.0,1,2021-02-24,2,0,5.752535071223974,4.707909604519774,2021-02-24 23:22:10,23,0,2
744,My Garmin is cyberbullying me,5.349399999999999,22.75,0.0,0.0,18,5.0,144.4,160.0,0,12.0,1,2020-01-27,2,0,0.0,4.2526154631283495,2020-01-27 17:19:52,17,1,2
745,Jet lag is a myth ,13.6801,60.0,211.0,0.0,75,6.5,149.3,170.0,0,40.0,1,2020-08-06,1,1,28.39817898347974,4.385789473684211,2020-08-06 10:46:34,10,1,2
746,Felt good so let it roll ,8.260200000000001,35.5,8.0,0.0,43,8.1,132.0,141.0,0,8.0,1,2020-08-28,2,0,0.1836102455854416,4.297576070139247,2020-08-28 22:23:16,22,0,2
747,Creative ,7.0101,32.35,55.0,0.0,29,4.6,152.5,170.0,0,28.0,1,2019-12-20,2,1,14.205534989741864,4.6140642303433,2019-12-20 18:17:54,18,1,2
748,Lunch Run,4.3653,20.1,30.0,0.0,20,5.4,158.4,171.0,0,26.0,0,2020-03-14,3,0,11.652869943645785,4.603867403314917,2020-03-14 11:46:45,11,1,2
749,A rather big ooft ,24.7828,106.95,46.0,2.0,69,5.3,145.6,163.0,0,63.0,1,2020-10-24,1,1,81.58156415447593,4.315380631796996,2020-10-24 14:38:56,14,1,2
750,Showing the noobs around ,18.4309,85.33333333333333,301.5,0.0,56,5.8,139.2,168.0,4,34.0,1,2020-09-24,1,1,45.06600089371205,4.629444444444444,2020-09-24 14:04:33,14,1,2
751,🦖,8.137,36.88333333333333,9.0,0.0,34,4.8,128.4,155.0,0,8.0,1,2021-03-16,4,0,0.4906090907752514,4.532499320097906,2021-03-16 14:10:48,14,1,2
752,WD,3.6182,16.266666666666666,1.0,0.0,14,4.6,149.4,159.0,0,11.0,1,2020-07-07,4,0,5.347370029085141,4.49581872133801,2020-07-07 11:54:03,11,1,2
753,Dead ,6.8084,31.216666666666665,4.0,0.0,40,6.7,135.1,154.0,0,7.0,1,2020-09-03,2,0,0.1170265022665262,4.584869325997249,2020-09-03 23:02:08,23,0,2
754,You spin me right round,5.942,24.116666666666667,13.0,3.0,54,7.7,135.5,155.0,0,6.0,1,2021-01-26,4,0,2.094241790473461,4.05893813930833,2021-01-26 21:52:22,21,0,2
755,Dub,8.0695,35.916666666666664,75.8,0.0,38,4.8,149.9,165.0,0,26.0,1,2020-12-01,4,0,23.93681206740439,4.450200267022697,2020-12-01 20:31:28,20,0,2
756,4 x 2k/1k avg 3:04s/3:40,20.3402,73.2,35.0,3.0,82,9.5,156.2,188.0,0,79.0,1,2020-04-07,1,1,9.440405028726673,3.598790757935651,2020-04-07 16:07:15,16,1,2
757,Monday morning with Mr. Mileage  ,8.578299999999999,37.75,8.0,0.0,44,8.3,141.5,156.0,0,12.0,1,2020-02-03,2,0,5.5498348956462,4.400844996039082,2020-02-03 07:24:05,7,1,2
758,"2 x (40m, 60m, 80m, 100m)",3.7967,23.616666666666667,35.0,0.0,35,9.3,132.0,155.0,0,6.0,1,2020-10-12,3,0,0.3691471647471189,6.220977976857037,2020-10-12 21:39:38,21,0,2
759,8 mile progression ,12.8593,40.86666666666667,24.0,3.0,66,8.6,158.6,176.0,3,53.0,1,2021-01-15,4,1,0.3184657543897629,3.178108314263921,2021-01-15 21:51:16,21,0,2
760,Cold extremities,16.1073,66.71666666666667,216.7,0.0,66,5.8,154.6,178.0,1,68.0,1,2020-11-23,1,1,6.400025449693203,4.141650099403579,2020-11-23 15:02:53,15,1,2
761,"2 x 2m, 600m 👽",8.1021,26.85,53.0,3.0,45,6.9,152.2,175.0,2,23.0,1,2021-01-08,3,1,2.0164879970252514,3.3139789222509446,2021-01-08 16:01:07,16,1,2
762,Encountered some Coyotes ,16.4633,73.56666666666666,193.5,0.0,66,9.6,151.2,180.0,0,63.0,1,2021-02-03,2,1,8.946307934820652,4.468096514745309,2021-02-03 14:57:56,14,1,2
763,The last big dance ,27.2797,120.15,455.2,2.0,88,6.1,145.7,175.0,0,67.0,1,2020-08-02,1,1,215.29108994400303,4.4043340380549685,2020-08-02 08:58:20,8,1,2
764,Entirely standard ,8.093300000000001,35.56666666666667,32.0,0.0,24,4.9,137.8,151.0,0,9.0,1,2019-12-23,2,0,18.50238995757536,4.393883469549169,2019-12-23 09:54:45,9,1,2
765,Powered by Leif’s mums soup recipe ,16.1161,71.91666666666667,195.1,0.0,41,5.0,140.1,162.0,2,34.0,1,2020-10-12,3,1,0.2476619556546211,4.462115127175369,2020-10-12 13:59:50,13,1,2
766,Apologies for the tready spam,14.4,60.0,0.0,0.0,27,0.0,,,0,,1,2020-08-12,2,1,0.0,4.1665,2020-08-12 13:02:57,13,1,2
767,That’s the spot ,9.3903,40.81666666666667,7.0,0.0,41,5.5,148.8,166.0,0,34.0,1,2020-11-01,1,1,3.5515055060386658,4.346896191966614,2020-11-01 17:27:00,17,1,2
768,WU,3.3073,15.916666666666666,34.0,0.0,9,4.4,125.6,147.0,0,3.0,1,2020-01-18,4,0,14.878065485390836,4.812590239676581,2020-01-18 10:04:32,10,1,2
769,That’s a wrap ,8.898200000000001,37.43333333333333,7.0,0.0,44,7.1,139.2,160.0,2,10.0,1,2020-10-04,1,1,3.956723958253861,4.206461383139828,2020-10-04 19:26:46,19,1,2
770,WU,4.8448,22.183333333333334,44.0,0.0,11,4.9,151.0,167.0,0,20.0,1,2021-01-29,4,0,0.1669803168624639,4.578571428571428,2021-01-29 21:08:46,21,0,2
771,Ride or die baby,9.3711,39.73333333333333,21.0,3.0,54,8.7,146.1,169.0,0,19.0,1,2020-09-22,4,1,2.3642554879188538,4.239633680997202,2020-09-22 21:55:35,21,0,2
772,Surprisingly good,7.1176,32.166666666666664,7.0,0.0,48,6.1,126.9,146.0,1,7.0,1,2020-10-11,1,1,3.876176197081804,4.518980477223427,2020-10-11 15:51:26,15,1,2
773,"1,2,2,3,4,3,2,2,1 fartlek ",11.9119,40.16666666666666,6.0,3.0,60,6.7,164.1,179.0,19,63.0,1,2020-12-04,3,1,16.26199809834361,3.371636657900061,2020-12-04 14:44:06,14,1,2
774,Worthing massive ,8.151,37.16666666666666,69.0,0.0,34,5.9,141.4,159.0,0,14.0,1,2019-12-23,2,1,27.43124505286687,4.559781121751026,2019-12-23 18:01:46,18,1,2
775,Totally wicked ,16.106,76.53333333333333,217.5,0.0,57,6.3,159.6,191.0,0,100.0,1,2020-10-15,2,1,6.142188794910908,4.752209865982321,2020-10-15 14:41:48,14,1,2
776,reminiscent,14.1842,67.83333333333333,182.7,0.0,50,4.6,123.3,147.0,0,13.0,1,2020-09-16,2,1,12.441596481949093,4.782209469153515,2020-09-16 14:15:11,14,1,2
777,Time to finish my degree ,12.016,50.93333333333333,182.3,0.0,70,5.7,149.3,168.0,0,41.0,1,2020-05-25,1,1,33.47793999637361,4.238555442522889,2020-05-25 08:32:46,8,1,2
778,WD,3.433,15.566666666666666,9.0,0.0,12,4.9,146.8,162.0,0,8.0,1,2020-06-06,4,0,7.147124938455818,4.53373231773667,2020-06-06 10:53:02,10,1,2
779,Good luck in ur exam tomorrow Austen ,21.0883,93.55,303.4,0.0,57,5.4,154.8,183.0,0,98.0,1,2021-02-25,1,1,0.0041327439248561,4.43598615916955,2021-02-25 21:55:06,21,0,2
780,All in,11.1764,50.35,28.0,0.0,55,8.4,144.2,162.0,0,23.0,1,2021-01-31,1,1,4.33456152677536,4.504324324324324,2021-01-31 18:51:53,18,1,2
781,Legs felt lovely this evening ,8.5649,34.36666666666667,49.0,0.0,50,6.1,145.0,165.0,0,19.0,1,2021-01-06,2,0,13.423757627606392,4.0120365912373614,2021-01-06 21:05:27,21,0,2
782,WD,4.307300000000001,20.166666666666668,14.0,0.0,14,5.2,143.3,157.0,0,6.0,1,2020-07-11,4,0,4.344429544289596,4.681460674157304,2020-07-11 09:59:32,9,1,2
783,4 x 15s ,0.9191,6.15,5.0,0.0,10,8.1,128.9,154.0,0,1.0,1,2020-11-03,5,0,0.0297339283861219,6.690485748695303,2020-11-03 23:07:50,23,0,2
784,Nothing gets me out of bed like GLM,12.2615,56.11666666666667,93.0,0.0,39,9.3,125.9,150.0,1,12.0,1,2020-09-04,2,1,2.607237547636032,4.57605711147721,2020-09-04 13:48:21,13,1,2
785,Sussex XC champs 🥇 ,10.4568,34.81666666666667,131.9,1.0,120,7.0,150.9,163.0,1,32.0,1,2020-01-04,4,1,3.736400230991421,3.329204954055134,2020-01-04 13:30:28,13,1,2
786,Shipping up to Boston,16.2306,70.3,160.3,0.0,46,5.4,152.1,165.0,0,69.0,1,2020-12-02,2,1,86.33596007712185,4.331081081081082,2020-12-02 13:18:48,13,1,2
787,extra died watch mileage ,1.0,4.25,0.0,0.0,14,0.0,,,0,,1,2020-03-20,3,0,0.0,4.249362570117287,2020-03-20 19:18:42,19,1,2
788,WU,5.0216,23.166666666666668,6.0,0.0,9,4.3,124.5,135.0,0,4.0,1,2021-02-26,4,0,1.3817392755299809,4.612787157486853,2021-02-26 21:09:21,21,0,2
789,This salt shaker knows ,14.0093,60.15,220.7,0.0,67,6.2,147.1,169.0,0,35.0,1,2020-06-10,1,1,38.06080503636622,4.293147861926842,2020-06-10 09:35:22,9,1,2
790,Oh yea ,4.865,22.33333333333333,39.0,0.0,19,4.3,129.6,149.0,0,5.0,1,2020-09-21,3,0,0.0715779606252908,4.589920132194988,2020-09-21 21:10:48,21,0,2
791,"5,3,3,1,1 fartlek ",7.446,26.016666666666666,4.0,3.0,51,7.7,174.5,199.0,0,62.0,1,2020-10-06,4,0,4.319357685744762,3.49392033542977,2020-10-06 21:49:09,21,0,2
792,"The good, the bad, and the ugly",23.0163,98.23333333333332,402.1,2.0,85,5.9,148.9,175.0,1,69.0,1,2020-03-22,1,1,133.3595700089063,4.26786171574904,2020-03-22 10:04:02,10,1,2
793,WU,5.0092,22.5,7.0,0.0,13,4.6,131.8,145.0,1,5.0,1,2021-01-19,4,0,1.2198230251669884,4.490972783616276,2021-01-19 21:09:49,21,0,2
794,6 x 10s strides ,1.0152,8.95,12.0,0.0,9,7.9,131.3,150.0,0,1.0,1,2020-06-13,4,0,0.01381995389238,8.81332628239027,2020-06-13 16:23:38,16,1,2
795,Mortonhall connoisseur,22.7373,104.51666666666668,356.1,2.0,64,5.6,148.6,173.0,0,81.0,1,2019-12-08,1,1,10.933869998552836,4.5962493105350255,2019-12-08 08:11:47,8,1,2
796,R knee still fairly whack ,10.0165,41.61666666666667,6.0,0.0,35,7.9,140.7,153.0,0,11.0,1,2020-02-17,1,1,1.205859916808549,4.155073547743704,2020-02-17 17:27:51,17,1,2
797,Five Guys ,8.0763,37.2,10.0,0.0,40,5.7,142.0,164.0,0,17.0,1,2021-01-21,2,0,4.707823973149061,4.6064123825317855,2021-01-21 14:15:36,14,1,2
798,Jiminy Cricket!,15.0208,67.56666666666666,208.9,0.0,48,6.7,148.4,168.0,0,44.0,1,2020-06-25,1,1,34.667430008994415,4.498245614035088,2020-06-25 07:48:56,7,1,2
799,🦏,16.1663,70.25,20.0,0.0,36,5.3,141.9,158.0,3,25.0,1,2021-03-17,2,1,16.85905735939741,4.345762711864407,2021-03-17 14:32:33,14,1,2
800,Shake out ,2.0821,9.25,4.0,0.0,10,4.6,119.8,136.0,0,1.0,1,2020-02-22,5,0,1.3255650628707372,4.441897654584222,2020-02-22 09:34:01,9,1,2
801,Spotted a ‘wild’ 🦓 ,15.4685,74.85,306.0,0.0,66,5.3,126.6,153.0,0,17.0,1,2020-06-17,1,1,3.342535273986869,4.839140534262485,2020-06-17 08:08:30,8,1,2
802,10,16.513,69.61666666666666,100.8,0.0,47,5.3,151.0,166.0,0,57.0,1,2020-12-07,2,1,93.03705883212388,4.216038451808753,2020-12-07 14:07:25,14,1,2
803,🆙 ,3.3194,15.3,3.0,0.0,8,6.9,113.3,126.0,0,2.0,1,2021-03-16,4,0,0.0081490725278854,4.60896017699115,2021-03-16 20:11:34,20,0,2
804,Welcomed rain,9.0622,37.96666666666667,17.0,0.0,30,7.0,137.2,155.0,3,11.0,1,2020-08-25,2,0,0.0673928298056125,4.189542483660131,2020-08-25 23:34:23,23,0,2
805,Company 🙏😋,11.2983,39.71666666666667,9.0,3.0,67,7.4,177.8,194.0,0,109.0,1,2020-07-18,4,1,3.692280006362125,3.5152921324615063,2020-07-18 08:35:05,8,1,2
806,Aqueduct mileage ,10.0968,44.81666666666667,103.9,0.0,37,4.8,134.2,158.0,0,11.0,1,2020-08-07,1,1,0.5995912943035364,4.4383488681757655,2020-08-07 11:02:45,11,1,2
807,WU,4.2134,17.55,4.0,0.0,14,7.3,148.0,164.0,0,12.0,1,2020-06-23,4,0,1.7369000261169276,4.165458635341165,2020-06-23 17:45:23,17,1,2
808,Shwing! ,20.3659,90.01666666666667,300.2,0.0,53,5.3,144.1,168.0,2,38.0,1,2021-01-14,2,1,0.9739072993397712,4.419517369398038,2021-01-14 22:39:06,22,0,2
809,2-2-1 miles @ LT threshy ,9.0946,29.933333333333334,53.0,3.0,40,7.9,155.3,169.0,1,31.0,1,2020-12-29,4,1,4.987125066691078,3.291074249605056,2020-12-29 11:03:32,11,1,2
810,Hurdled a kid on a scooter ,5.4,23.48333333333333,0.0,0.0,28,0.0,,,0,,1,2020-01-27,2,1,0.0,4.348030263501174,2020-01-27 07:30:08,7,1,2
811,“17 hours recovery time”,10.1815,45.91666666666666,10.0,0.0,39,7.1,139.1,162.0,1,21.0,1,2020-10-09,4,1,5.81004424020648,4.509199134199134,2020-10-09 14:18:47,14,1,2
812,Walla crag and Catbells,20.0126,113.83333333333331,770.6,0.0,89,6.8,142.6,185.0,0,54.0,1,2020-07-12,1,1,167.6002546446398,5.6880546075085325,2020-07-12 08:36:16,8,1,2
813,Nicely zoned out,8.2536,36.766666666666666,9.0,0.0,39,7.0,134.9,155.0,0,10.0,1,2020-10-01,2,0,4.140555392950773,4.454958567228014,2020-10-01 22:39:20,22,0,2
814,WU,4.017,18.0,4.0,0.0,11,4.4,141.1,157.0,1,6.0,1,2020-07-25,4,0,5.698435006706859,4.481312180693736,2020-07-25 07:53:33,7,1,2
815,Hot and sweaty 🥵 ,20.037,79.76666666666667,139.6,0.0,79,6.0,152.8,172.0,2,74.0,1,2020-08-09,1,1,0.3723776899278164,3.980415572008598,2020-08-09 11:35:23,11,1,2
816,SLR,27.4188,120.0,423.6,0.0,101,6.4,154.8,192.0,0,121.0,1,2021-01-03,1,1,195.7375250185578,4.376575630252101,2021-01-03 10:31:00,10,1,2
817,Stick a fork in me,3.009,14.15,10.0,0.0,8,4.5,153.2,164.0,0,14.0,1,2020-05-30,4,0,6.240204947971506,4.702595936794583,2020-05-30 10:37:30,10,1,2
818,Update: It is still windy,10.0797,44.16666666666666,112.5,0.0,36,8.0,132.7,150.0,0,10.0,1,2019-12-11,2,1,67.65379002899863,4.381177707676131,2019-12-11 16:47:40,16,1,2
819,Inc. a sick wall ride ,12.9784,60.0,210.0,0.0,39,6.3,139.0,159.0,1,21.0,1,2020-08-25,2,1,4.9944850616157055,4.623023578363385,2020-08-25 13:31:18,13,1,2
820,Post covid test ,13.4435,61.43333333333333,133.0,0.0,51,5.6,129.0,154.0,0,15.0,1,2020-09-23,2,1,0.2651708200573921,4.569783383602962,2020-09-23 13:25:40,13,1,2
821,WU,4.0253000000000005,17.7,44.2,0.0,12,4.9,139.2,155.0,0,5.0,1,2020-12-01,4,0,9.38886369112879,4.397361477572559,2020-12-01 14:20:01,14,1,2
822,A 3 sock kind of day  🦶🍆🦶 ,18.3404,78.15,105.8,0.0,59,5.2,153.8,167.0,0,82.0,1,2020-12-16,1,1,93.13439950346948,4.261314241881872,2020-12-16 14:55:52,14,1,2
823,A good day to die hard @Max Milarvie ,25.5522,111.35,99.0,2.0,91,6.1,141.8,161.0,5,47.0,1,2020-02-23,1,1,371.13123544259,4.357124183006536,2020-02-23 11:00:43,11,1,2
824,8 x 1k on/1k off,16.014,53.9,8.0,3.0,60,7.9,165.4,191.0,2,94.0,1,2020-07-15,4,1,11.60930005426053,3.365508885298869,2020-07-15 09:29:00,9,1,2
825,Bish bash bosh ,10.329,44.6,123.0,0.0,51,6.7,145.3,159.0,0,24.0,1,2020-01-01,1,1,55.09515494850348,4.317616580310881,2020-01-01 11:10:23,11,1,2
826,⛪️ ,26.0531,108.15,178.4,2.0,65,5.8,153.7,176.0,3,102.0,1,2020-08-16,1,1,124.74962859414518,4.15093399750934,2020-08-16 12:16:55,12,1,2
827,WD ,4.1696,18.316666666666663,31.0,0.0,14,4.6,145.8,157.0,0,7.0,1,2021-01-02,4,0,7.086305004122551,4.392725355824987,2021-01-02 11:19:26,11,1,2
828,Ready to dance ,2.0516,10.25,4.0,0.0,36,5.6,122.2,129.0,1,2.0,1,2020-02-13,3,0,1.071350197889842,4.995803357314149,2020-02-13 11:02:11,11,1,2
