,name,distance,moving_time,total_elevation_gain,workout_type,kudos_count,max_speed,average_heartrate,max_heartrate,pr_count,suffer_score,is_named,local_date,run_per_day,max_run,run_area,average_speed_mpk,datetime,hour,uk_awake,kfold
282,Le dub,6.7298,30.266666666666666,10.0,0.0,30,7.9,131.3,154.0,0,7.0,1,2020-08-24,2,0,0.021420419216156,4.49703184025904,2020-08-24 20:56:24,20,0,1
283,Absolute mudfest ,27.4294,120.15,400.9,2.0,82,5.7,155.8,170.0,0,136.0,1,2020-12-27,1,1,152.95077491828124,4.380026281208935,2020-12-27 10:27:45,10,1,1
284,WU,3.6429,16.883333333333333,2.0,0.0,6,5.2,132.9,150.0,0,4.0,1,2020-06-13,4,0,2.29321976803476,4.634593993325917,2020-06-13 14:56:01,14,1,0
285,You love to see it,7.0138,31.05,21.0,0.0,32,5.2,133.3,150.0,0,7.0,1,2020-07-29,2,0,2.3848899672884727,4.4265604249668,2020-07-29 16:20:15,16,1,1
286,WAP: wind adjusted pace ,9.6886,30.25,15.0,3.0,53,6.5,143.6,168.0,0,17.0,1,2021-02-23,4,1,0.4499917849898338,3.12214312476583,2021-02-23 21:50:04,21,0,0
287,A very efficient day of mileage ,8.6176,36.766666666666666,45.0,0.0,41,5.5,150.1,178.0,0,27.0,1,2020-12-02,2,0,21.527684293687344,4.266769073220686,2020-12-02 19:36:10,19,1,1
288,Pre meet ,9.1203,41.53333333333333,32.0,0.0,31,8.0,135.0,177.0,0,14.0,1,2021-03-04,1,1,1.7418409697711468,4.553551912568306,2021-03-04 18:34:26,18,1,1
289,Seat lap ,9.2297,40.61666666666667,92.0,0.0,50,18.2,148.4,164.0,0,29.0,1,2020-02-03,2,1,19.57122949534096,4.400844996039082,2020-02-03 17:26:16,17,1,1
290,Strides ,1.6883,9.883333333333333,6.0,0.0,10,9.5,136.9,148.0,0,2.0,1,2020-03-03,4,0,0.0382097823603544,5.853881278538813,2020-03-03 19:25:25,19,1,0
291,WU,4.4386,19.266666666666666,8.0,0.0,23,6.0,148.6,163.0,2,11.0,1,2020-10-16,5,0,6.037938874214888,4.340104166666667,2020-10-16 21:05:30,21,0,1
292,A grind and a half ,17.9712,79.48333333333333,141.0,0.0,42,9.8,146.5,167.0,0,49.0,1,2019-12-19,1,1,52.125320144114085,4.42303609341826,2019-12-19 13:26:26,13,1,1
293,Cam was pushing the pace ,10.3186,44.31666666666667,115.8,0.0,50,7.5,142.4,157.0,0,17.0,1,2020-03-09,2,1,66.99838486383669,4.294254058232415,2020-03-09 07:56:03,7,1,1
294,WD,3.2123000000000004,16.35,14.0,0.0,9,4.2,153.8,165.0,0,16.0,1,2020-10-27,4,0,0.100757461041212,5.0888549618320615,2020-10-27 22:28:36,22,0,0
295,Shake and bake ,1.7054,8.05,6.0,0.0,20,4.3,122.0,152.0,0,1.0,1,2021-02-19,4,0,1.335695560555905,4.719909374114981,2021-02-19 14:16:16,14,1,1
296,Sprints + WD,2.3233,15.966666666666669,44.0,0.0,21,8.7,130.0,148.0,0,3.0,1,2020-09-21,3,0,0.1784821506589651,6.87257731958763,2020-09-21 21:36:14,21,0,1
297,Family Christmas Eve run ,9.4849,46.85,173.0,0.0,45,5.8,150.6,165.0,0,40.0,1,2019-12-24,4,0,35.56639999260369,4.939537640782454,2019-12-24 11:04:19,11,1,1
298,Good feels ,7.1473,30.0,8.5,0.0,24,5.7,127.6,141.0,3,6.0,1,2020-09-23,2,0,1.765415072441101,4.196927726013598,2020-09-23 23:59:56,23,0,1
299,WD. Barefoot of turf ,3.71,19.316666666666663,41.0,0.0,13,4.0,139.8,161.0,0,8.0,1,2020-09-15,4,0,0.8160190191119909,5.206497969384567,2020-09-15 14:43:52,14,1,0
300,yaaaaaaa,12.0805,52.3,173.8,0.0,48,5.6,141.8,160.0,0,20.0,1,2020-06-29,1,1,34.231855079269735,4.328831168831169,2020-06-29 16:36:50,16,1,1
301,Striders ,1.2562,6.233333333333333,9.0,0.0,9,8.5,145.2,159.0,0,3.0,1,2020-06-06,4,0,0.0797399991370184,4.9615957130098245,2020-06-06 10:45:39,10,1,0
302,WD,4.0135,17.75,16.0,0.0,10,4.9,150.9,163.0,0,13.0,1,2020-08-04,3,0,7.094919942574052,4.421862563014062,2020-08-04 11:25:14,11,1,0
303,WD,6.2248,31.45,56.0,0.0,25,4.4,149.8,166.0,0,21.0,1,2020-10-16,5,0,1.24399084597826,5.05183388905729,2020-10-16 22:15:22,22,0,1
304,Strides,1.6049,7.5,7.0,0.0,6,8.1,136.8,148.0,0,1.0,1,2020-01-28,4,0,0.0545150214747991,4.673583847448121,2020-01-28 19:23:39,19,1,1
305,One hundy miles ,9.1679,42.86666666666667,5.0,0.0,53,7.4,130.5,153.0,0,10.0,1,2020-09-20,1,1,8.166010957211256,4.674894810659187,2020-09-20 16:13:58,16,1,1
306,No Vaseline,17.7465,60.05,124.8,3.0,68,7.3,153.8,173.0,0,58.0,1,2020-06-27,4,1,11.022599983334658,3.383959390862944,2020-06-27 09:59:25,9,1,1
307,🎟🎟,15.008299999999998,65.88333333333334,239.5,0.0,76,5.8,142.9,165.0,0,27.0,1,2020-07-27,1,1,37.38975497071806,4.389254674743218,2020-07-27 16:24:31,16,1,1
308,Dub ,8.1966,36.083333333333336,87.4,0.0,35,6.1,150.8,170.0,0,27.0,1,2020-11-27,2,0,2.5733839720487595,4.402007395668251,2020-11-27 20:25:48,20,0,1
309,WU,4.0087,18.566666666666663,30.2,0.0,14,4.5,127.9,141.0,0,4.0,1,2020-08-08,3,0,0.0027212081477046,4.632017787659811,2020-08-08 11:35:52,11,1,1
310,Three fifths of the mileage warriors ,15.4511,70.55,217.6,0.0,51,6.3,152.0,186.0,0,65.0,1,2020-09-28,3,1,5.621137097477913,4.5660273972602745,2020-09-28 14:18:27,14,1,1
311,Risked it with an ice cream before but we all good  ,7.1998,30.116666666666667,28.6,0.0,41,7.0,138.4,151.0,2,8.0,1,2020-07-13,2,0,3.755740544875152,4.183232931726908,2020-07-13 16:31:16,16,1,1
312,😎,12.0842,53.96666666666667,172.8,0.0,41,4.9,139.0,163.0,0,18.0,1,2020-08-03,1,1,34.46660989538941,4.465702036441586,2020-08-03 16:33:08,16,1,1
313,Spaced out 🚀 ,8.0312,35.5,11.0,0.0,46,5.6,130.4,147.0,2,8.0,1,2020-09-08,4,0,0.2620741724967956,4.419517369398038,2020-09-08 21:08:21,21,0,1
314,WD,3.4503000000000004,16.133333333333333,9.0,0.0,11,4.6,143.4,149.0,0,4.0,1,2021-02-23,4,0,9.866105392575264,4.676206509539843,2021-02-23 22:24:26,22,0,1
315,WU,4.7408,20.65,25.0,0.0,12,4.7,141.0,155.0,0,6.0,1,2020-12-11,4,0,19.840628374367952,4.355985363303711,2020-12-11 14:08:01,14,1,1
316,Trailporn,15.3915,67.26666666666667,217.7,0.0,56,6.2,141.1,169.0,3,29.0,1,2020-08-24,2,1,4.741887096315622,4.369690613529103,2020-08-24 14:07:36,14,1,1
317,Jog,7.054600000000001,30.0,45.0,0.0,53,6.1,149.2,164.0,0,21.0,1,2020-04-22,1,1,18.79118503893551,4.2526154631283495,2020-04-22 15:08:03,15,1,1
318,6 x 10s strides ,1.1108,7.95,11.0,0.0,7,7.8,148.9,165.0,0,5.0,1,2020-05-30,4,0,0.0078900029620854,7.155860884499785,2020-05-30 10:28:23,10,1,1
319,Home,3.0264,14.033333333333331,43.0,0.0,17,7.5,139.3,156.0,0,5.0,1,2020-01-24,2,0,6.123999810370151,4.6371730662214805,2020-01-24 19:44:29,19,1,1
320,"Oh what a surprise, more meadows ",5.275399999999999,23.016666666666666,11.0,0.0,31,6.4,133.5,145.0,0,5.0,1,2020-01-29,2,0,3.346129960846156,4.36282722513089,2020-01-29 09:11:30,9,1,1
321,Solo track is the worst ,10.6759,41.93333333333333,13.0,3.0,59,8.0,148.7,170.0,0,27.0,1,2020-07-07,4,1,3.2997199923556764,3.927881216120669,2020-07-07 10:41:57,10,1,1
322,Inform ,8.6285,38.88333333333333,9.0,0.0,34,6.0,124.8,143.0,0,8.0,1,2021-02-23,4,0,5.927577149122953,4.506760411032991,2021-02-23 15:11:03,15,1,1
323,Shake out ,2.2011,10.783333333333331,1.0,0.0,16,4.3,115.7,128.0,0,1.0,1,2020-02-12,1,1,1.2928801879752427,4.898883009994121,2020-02-12 19:21:52,19,1,1
324,Need water,3.4845,17.0,9.0,0.0,16,4.2,150.6,162.0,0,12.0,1,2020-10-02,4,0,3.629387356340885,4.878805620608899,2020-10-02 22:26:40,22,0,1
325,Striders ,0.9677,5.45,10.0,0.0,7,7.7,146.1,163.0,0,2.0,1,2020-06-09,4,0,0.0320500078032637,5.632308212233863,2020-06-09 17:33:18,17,1,1
326,It’s that time again ,8.8498,38.05,31.0,0.0,56,8.1,141.3,165.0,0,19.0,1,2021-02-18,1,1,5.044008139520884,4.299793601651187,2021-02-18 18:49:38,18,1,1
327,I ❤️ big loops ,19.3046,90.0,275.9,0.0,62,4.8,159.7,181.0,2,126.0,1,2020-10-01,2,1,64.50237706303596,4.661818181818182,2020-10-01 14:02:36,14,1,1
328,Vomeros only ,8.9281,39.23333333333333,83.0,0.0,31,5.2,128.2,146.0,3,8.0,1,2020-01-22,2,0,19.70238590729423,4.393883469549169,2020-01-22 17:29:17,17,1,1
329,"Full, very full ",8.022,36.53333333333333,11.0,0.0,33,5.8,129.6,139.0,0,8.0,1,2020-09-10,2,0,0.1220731064677238,4.553551912568306,2020-09-10 21:51:10,21,0,1
330,WD,4.0,18.23333333333333,0.0,0.0,11,0.0,,,0,,1,2020-08-11,3,0,0.0,4.558533916849015,2020-08-11 12:55:00,12,1,1
331,Artificial amateurs aren't at all amazing,15.1467,69.46666666666667,117.2,0.0,60,6.7,132.7,153.0,3,17.0,1,2020-07-13,2,1,103.2026601023972,4.586130985140342,2020-07-13 08:30:38,8,1,1
332,20 a day keeps the corona away ,20.0502,86.15,117.0,0.0,88,5.0,148.2,168.0,0,55.0,1,2020-04-01,1,1,52.98745495565527,4.296468161897396,2020-04-01 16:08:13,16,1,1
333,Standard ,10.009799999999998,44.18333333333333,113.6,0.0,37,5.3,129.5,147.0,0,10.0,1,2019-12-04,2,1,68.47455952083692,4.413665254237288,2019-12-04 08:36:20,8,1,1
334,Striders ,0.7419,5.233333333333333,7.0,0.0,6,7.9,136.1,149.0,0,1.0,1,2020-06-16,4,0,0.0094400093075819,7.0528988573846805,2020-06-16 10:56:38,10,1,1
335,Probably up there with one of the nicest runs I’ve done ,17.672,78.61666666666666,282.0,0.0,66,7.7,148.7,178.0,1,55.0,1,2020-08-19,1,1,0.3333203494548797,4.449012279765083,2020-08-19 14:09:36,14,1,1
336,Reborn ,14.019,64.8,186.2,0.0,90,5.1,153.8,179.0,0,69.0,1,2020-11-16,1,1,8.474977221339941,4.621741541874654,2020-11-16 21:28:17,21,0,1
337,This was grim,13.0273,62.75,23.0,0.0,49,5.0,113.1,127.0,0,10.0,1,2021-02-15,2,1,72.9324878193438,4.816763005780347,2021-02-15 16:14:31,16,1,1
338,Man vs wind 🌬 ,7.3663,26.566666666666663,14.0,3.0,55,8.0,146.3,184.0,1,19.0,1,2020-02-08,4,1,2.761604991974309,3.606578662627137,2020-02-08 09:22:16,9,1,1
339,WD,4.8501,22.2,38.0,0.0,16,5.7,151.2,165.0,0,17.0,1,2020-08-08,3,0,8.071865886449814,4.577313924745949,2020-08-08 12:42:50,12,1,1
340,5 x 2k/1k 🐎 ,15.0086,49.66666666666666,73.5,3.0,52,7.6,168.5,189.0,0,97.0,1,2020-07-28,4,1,10.204320005868794,3.309372517871327,2020-07-28 10:10:33,10,1,1
341,down ,4.0,20.0,0.0,0.0,10,0.0,,,0,,1,2020-06-16,4,0,0.0,5.000300030003,2020-06-16 11:05:55,11,1,1
342,Le pre meet ,6.8679,23.1,5.0,3.0,55,9.2,140.9,189.0,0,12.0,1,2021-03-02,4,1,2.0801788195967674,3.3634712411705348,2021-03-02 21:48:56,21,0,1
343,WU,4.3231,20.0,97.0,0.0,24,4.3,140.2,162.0,0,7.0,1,2021-01-22,4,0,5.187862552702427,4.625589786289203,2021-01-22 21:12:07,21,0,1
344,WD,3.2681,14.933333333333334,18.0,0.0,9,4.8,138.1,151.0,0,3.0,1,2021-02-16,4,0,0.1199485268443822,4.569783383602962,2021-02-16 22:25:59,22,0,1
345,A plethora of company ,16.0107,69.46666666666667,29.0,0.0,40,8.6,130.6,155.0,0,16.0,1,2020-01-16,1,1,16.85765018919483,4.33897422546212,2020-01-16 17:41:18,17,1,1
346,Stomach problemos,0.9584,5.1,7.0,0.0,6,3.6,137.1,151.0,0,1.0,1,2020-09-29,4,0,0.3500419552437961,5.321200510855683,2020-09-29 22:33:14,22,0,1
347,WD,4.1922,18.066666666666663,31.0,0.0,11,5.3,151.8,164.0,0,15.0,1,2020-12-29,4,0,7.339134958783688,4.309800879234549,2020-12-29 11:35:07,11,1,1
348,WU,3.5589,16.483333333333334,7.0,0.0,7,5.2,138.9,158.0,0,5.0,1,2020-10-23,4,0,9.784102439880373,4.632017787659811,2020-10-23 21:16:59,21,0,1
349,Oo ah that hurt ,17.0069,67.15,121.0,3.0,61,7.1,154.8,167.0,0,72.0,1,2020-12-08,2,1,23.877155035734177,3.94835347074153,2020-12-08 14:12:50,14,1,1
350,Blast from the past ,21.3228,94.18333333333334,353.0,2.0,52,4.7,,,0,,1,2020-03-08,1,1,140.38847002666444,4.417174662072621,2020-03-08 10:07:27,10,1,1
351,The downfall of Mr. Tharme ,9.0996,42.38333333333333,145.0,0.0,40,5.9,135.1,161.0,1,13.0,1,2020-01-22,2,1,8.968485053628683,4.657909446618223,2020-01-22 06:49:22,6,1,1
352,Monday morning Meadows mileage with Mello ,8.847299999999999,39.46666666666667,28.0,0.0,37,5.0,131.7,154.0,0,9.0,1,2020-01-20,2,1,7.985104821273126,4.460920770877944,2020-01-20 07:36:49,7,1,1
353,4 x 1300m mixed relay ,1.3,3.4,0.0,1.0,32,0.0,,,0,,1,2020-09-25,5,0,0.0,2.615094931743292,2020-09-25 22:05:00,22,0,1
354,"Hard loop, I’m gonna get fit ",13.4964,45.016666666666666,89.2,3.0,64,7.0,153.4,189.0,0,44.0,1,2020-07-04,4,1,8.463490075882873,3.335201120672404,2020-07-04 10:45:17,10,1,1
355,5 x 2k progressive tempos [2 jog],11.8071,40.88333333333333,63.0,3.0,57,7.4,144.1,164.0,0,17.0,1,2020-09-18,4,1,2.889009192585945,3.462705173488469,2020-09-18 13:55:15,13,1,1
356,WU,5.0745,22.916666666666668,9.0,0.0,9,4.7,138.5,163.0,0,10.0,1,2021-02-23,4,0,2.04362440854311,4.515307504741263,2021-02-23 21:13:22,21,0,1
357,WU,4.8403,21.466666666666665,33.0,0.0,9,4.8,151.6,166.0,0,18.0,1,2020-12-29,4,0,2.0664449948526453,4.434805747738158,2020-12-29 10:36:13,10,1,1
358,Unconventional terrain ,10.9094,43.43333333333333,29.0,3.0,56,8.3,159.2,187.0,0,55.0,1,2020-06-23,4,1,3.0892950235283934,3.9813664596273295,2020-06-23 18:19:01,18,1,1
359,Faux track,13.5349,45.0,4.0,3.0,52,8.3,158.3,178.0,0,55.0,1,2020-03-21,3,1,2.3586849692947,3.3245561539996014,2020-03-21 10:20:52,10,1,1
360,Word of the day: wind ,16.275299999999998,76.33333333333333,266.6,0.0,58,5.7,149.9,171.0,0,55.0,1,2021-01-27,2,1,3.825407475233078,4.689364096792347,2021-01-27 14:00:28,14,1,1
361,Some more meadows ,8.4445,36.11666666666667,11.0,0.0,35,7.3,131.3,151.0,0,8.0,1,2020-02-20,1,1,5.917700036661699,4.276623043366692,2020-02-20 17:55:07,17,1,1
362,Stirling cross - 18th,7.8571,26.966666666666665,18.0,1.0,117,7.1,148.5,161.0,1,18.0,1,2020-01-11,4,1,1.6354213585145772,3.432042833607908,2020-01-11 13:26:50,13,1,1
363,WU,4.8902,23.716666666666665,36.0,0.0,31,6.1,137.2,159.0,0,7.0,1,2020-08-11,3,0,7.742777233943343,4.848996217631656,2020-08-11 11:29:08,11,1,1
364,"5k in 14:47, 3 x k [2:00] ",8.470600000000001,28.416666666666668,11.0,3.0,80,7.0,136.5,154.0,1,7.0,1,2021-02-09,4,1,1.605763100087643,3.354669887278583,2021-02-09 22:06:48,22,0,1
365,Easy on the gravel ,6.4357,28.83333333333333,2.0,0.0,18,4.7,130.5,143.0,0,6.0,1,2020-09-18,4,0,0.2091401256620884,4.48010752688172,2020-09-18 23:17:19,23,0,1
366,Around town,10.0173,42.68333333333333,24.0,0.0,53,5.1,132.8,156.0,0,13.0,1,2021-02-07,1,1,49.542251508682966,4.261314241881872,2021-02-07 19:13:10,19,1,1
367,Cheeky dub ,7.0975,32.916666666666664,41.0,0.0,21,4.8,145.8,160.0,0,16.0,1,2019-12-27,2,1,1.7706750440993346,4.6371730662214805,2019-12-27 16:40:02,16,1,1
368,SLR,27.7393,121.01666666666668,488.3,0.0,73,5.9,146.8,174.0,2,75.0,1,2020-07-26,1,1,141.19311986178218,4.36282722513089,2020-07-26 09:15:48,9,1,1
369,Crew love,9.1836,42.3,92.0,0.0,41,9.1,131.8,156.0,0,10.0,1,2020-02-07,1,1,18.886740144807845,4.6064123825317855,2020-02-07 18:24:21,18,1,1
370,Monday morning mileage meet up ,15.289,70.6,217.2,0.0,39,5.9,134.9,154.0,0,20.0,1,2020-09-21,3,1,5.187245551496744,4.617899695206429,2020-09-21 14:03:10,14,1,1
371,WU,3.8368,17.833333333333332,12.0,0.0,11,5.1,130.6,144.0,0,4.0,1,2020-07-14,3,0,0.5471751137520187,4.647518126045734,2020-07-14 08:32:44,8,1,1
372,"16 x 400m [90s], 3 mins after 8 and 12.",9.0906,40.66666666666666,15.0,3.0,50,7.9,142.4,173.0,0,17.0,1,2020-09-15,4,1,2.0274892449378967,4.472893183038111,2020-09-15 13:57:07,13,1,1
373,Meadows meet and greet ,10.018,43.266666666666666,13.0,0.0,34,8.0,137.1,154.0,3,11.0,1,2020-03-10,2,1,2.9001304937992245,4.318735423684893,2020-03-10 17:06:35,17,1,1
374,Inaugural Leitch beer mile,1.8893,6.583333333333333,4.0,0.0,60,7.0,136.3,151.0,0,2.0,1,2020-12-31,2,0,0.0307400000565394,3.4844240016725903,2020-12-31 23:07:45,23,0,1
375,You know the drill ,7.0077,32.083333333333336,59.0,0.0,38,4.8,139.5,160.0,0,9.0,1,2019-12-27,2,0,14.038214931133552,4.578571428571428,2019-12-27 09:28:57,9,1,1
376,No beans ,10.919,44.9,19.0,0.0,46,6.7,141.0,179.0,0,21.0,1,2020-07-14,3,1,2.8898244636366144,4.112015790772268,2020-07-14 08:59:52,8,1,1
377,Cade run,8.0898,35.5,11.0,0.0,28,5.1,144.6,163.0,0,20.0,1,2021-01-20,2,0,0.1265667378902435,4.388098999473407,2021-01-20 22:57:26,22,0,1
378,WU,5.3981,24.216666666666665,10.0,0.0,10,4.6,138.9,151.0,0,6.0,1,2020-10-06,4,0,0.942946644499898,4.486137281292059,2020-10-06 21:11:41,21,0,1
379,💩 ,1.6812,8.166666666666666,8.0,0.0,14,5.7,139.2,150.0,0,2.0,1,2021-03-16,4,0,0.0175408786162734,4.857475954532206,2021-03-16 21:23:29,21,0,1
380,I do love a good boardwalk ,16.1408,71.18333333333334,138.1,0.0,57,5.8,154.1,171.0,0,71.0,1,2020-11-25,2,1,17.09788921289146,4.410161418364647,2020-11-25 13:57:33,13,1,1
381,Up,4.0062,17.5,30.0,0.0,11,5.0,144.6,159.0,0,8.0,1,2020-06-27,4,0,7.306320048883208,4.368545216251638,2020-06-27 09:36:03,9,1,1
382,Easy Hermitage with Mr Malcolm,10.0071,43.88333333333333,56.0,0.0,35,5.5,151.6,165.0,0,36.0,1,2020-01-15,2,0,68.18181573180482,4.384635622204683,2020-01-15 17:09:48,17,1,1
383,Easy dub avec 8 x 100m ,7.1481,40.38333333333333,3.0,0.0,25,10.7,115.0,146.0,0,7.0,1,2020-09-07,2,0,1.1479598470032215,5.649491525423729,2020-09-07 22:42:56,22,0,1
384,Strides ,0.6517999999999999,3.2666666666666666,6.0,0.0,10,7.0,148.9,158.0,0,2.0,1,2020-07-18,4,0,0.0172400064002431,5.010823812387252,2020-07-18 10:01:18,10,1,1
385,Business mileage ,7.4505,31.5,19.0,0.0,37,5.3,137.1,153.0,0,8.0,1,2020-01-24,2,1,20.009029685752463,4.2278031456113645,2020-01-24 17:03:12,17,1,1
386,Easy and strides,6.4703,30.016666666666666,8.0,0.0,27,8.3,133.9,152.0,0,7.0,1,2020-10-29,2,0,1.067307312041521,4.6384636793765655,2020-10-29 22:06:37,22,0,1
387,1/2 * AM,8.530100000000001,38.81666666666667,77.0,0.0,33,4.8,134.3,149.0,0,9.0,1,2021-03-08,2,0,0.3833440132439136,4.54982254982255,2021-03-08 22:40:32,22,0,1
388,Canal jaunt ,8.0434,38.5,17.0,0.0,29,4.0,139.1,162.0,0,19.0,1,2020-09-22,4,0,0.2327142283320427,4.786329695577254,2020-09-22 14:03:35,14,1,1
389,Inaudible noises ,6.4552,29.5,7.0,0.0,45,5.8,158.3,181.0,0,35.0,1,2021-01-13,2,0,0.1663342118263244,4.569783383602962,2021-01-13 23:18:20,23,0,1
390,"As you wish, Boris #singlesonly",20.0164,84.65,191.0,0.0,86,7.0,143.1,165.0,0,39.0,1,2020-03-25,1,1,94.65069492762268,4.228875919817305,2020-03-25 11:09:29,11,1,1
391,WU,2.8597,14.65,18.0,0.0,11,4.7,133.6,151.0,0,3.0,1,2020-02-22,5,0,2.590909571154043,5.123270826928988,2020-02-22 13:43:55,13,1,1
392,How do you like them apples? 🍎 ,23.4527,108.11666666666666,67.6,2.0,64,5.8,148.8,165.0,0,84.0,1,2020-10-03,1,1,68.46793694421649,4.610235131396957,2020-10-03 14:49:51,14,1,1
393,Pre meet ,6.939,23.6,6.0,3.0,42,7.9,128.6,145.0,0,5.0,1,2021-02-16,4,1,1.962448004633188,3.401224489795918,2021-02-16 21:51:33,21,0,1
394,1500m time trial tomorrow ,8.4798,37.21666666666667,4.0,0.0,46,9.0,137.4,149.0,2,9.0,1,2020-10-15,2,0,4.6646688133478165,4.389254674743218,2020-10-15 22:10:50,22,0,1
395,Morning Run,8.0798,37.1,9.0,0.0,34,5.1,115.4,130.0,0,6.0,0,2021-02-09,4,0,0.4220055416226387,4.591184573002755,2021-02-09 15:06:07,15,1,1
396,mileage ,7.522399999999999,32.983333333333334,15.0,0.0,25,5.3,129.0,141.0,0,7.0,1,2020-01-17,1,1,6.771799598936923,4.384635622204683,2020-01-17 08:03:30,8,1,1
397,WU,4.0394,18.683333333333334,3.0,0.0,13,4.6,139.5,151.0,0,5.0,1,2020-08-01,4,0,5.501725036083371,4.625589786289203,2020-08-01 07:51:41,7,1,1
398,20 x 200m [200 jog],8.3409,30.95,1.0,3.0,45,8.6,147.3,168.0,0,21.0,1,2020-09-08,4,1,2.4662818759679794,3.710151380231523,2020-09-08 14:00:19,14,1,1
399,WU,4.527,21.75,17.0,0.0,8,4.4,132.9,157.0,0,6.0,1,2020-09-15,4,0,1.139892265200615,4.80426635918132,2020-09-15 13:13:01,13,1,1
400,WD,3.0253,15.733333333333333,3.0,0.0,10,3.8,131.4,148.0,0,3.0,1,2021-02-09,4,0,1.100025838240981,5.2,2021-02-09 22:47:18,22,0,1
401,WD,3.401,17.166666666666668,15.0,0.0,10,4.3,136.7,147.0,0,4.0,1,2020-10-20,4,0,0.9870680514723064,5.047244094488189,2020-10-20 22:35:25,22,0,1
402,Gollum,14.1045,64.03333333333333,224.1,0.0,37,6.7,,,1,,1,2019-12-12,2,1,12.751614849548789,4.539907382184691,2019-12-12 17:55:43,17,1,1
403,It’s gonna be a long week ,20.0329,87.33333333333333,241.4,0.0,81,5.1,150.1,168.0,1,62.0,1,2020-04-13,1,1,85.32121005373483,4.359403609730578,2020-04-13 16:00:01,16,1,1
404,Victory Rd ,13.7572,60.0,11.0,0.0,47,5.5,149.0,166.0,1,44.0,1,2020-11-19,1,1,0.8180039003491402,4.361685422664224,2020-11-19 16:47:57,16,1,1
405,"Up, and then down ",27.1114,121.6,520.0,2.0,68,7.0,146.9,167.0,1,85.0,1,2020-09-19,1,1,0.9423820301890372,4.484930032292787,2020-09-19 14:34:32,14,1,1
406,It’s been a long time coming ,10.2227,40.0,42.0,0.0,41,6.5,142.4,167.0,1,16.0,1,2020-02-04,2,1,68.29025005572475,3.913125146748063,2020-02-04 07:53:32,7,1,1
407,Final full day - survived,16.412200000000002,72.55,363.8,0.0,60,5.7,144.5,165.0,0,32.0,1,2020-03-01,1,1,18.63298966782168,4.4206896551724135,2020-03-01 15:48:46,15,1,1
408,Shock to the system ,15.6799,61.2,37.0,0.0,66,7.1,158.4,193.0,0,73.0,1,2020-05-19,1,1,10.271965038555209,3.90304449648712,2020-05-19 16:39:58,16,1,1
409,Another taper incoming 👀 ,7.4929,32.9,76.0,0.0,29,6.0,151.4,164.0,0,29.0,1,2020-01-06,2,0,47.848845042608446,4.39041095890411,2020-01-06 09:22:57,9,1,1
410,Moist,15.8921,72.6,161.2,0.0,39,6.6,134.6,161.0,2,18.0,1,2019-12-05,1,1,45.40305999398697,4.568530701754386,2019-12-05 16:31:45,16,1,1
411,Ugh,9.7669,45.0,16.0,0.0,31,5.8,124.6,148.0,0,9.0,1,2020-02-24,2,0,9.1138750576647,4.60768592756428,2020-02-24 17:26:00,17,1,1
412,8 mile progressive tempo ,12.8877,41.98333333333333,18.0,3.0,58,6.4,184.6,203.0,4,132.0,1,2020-09-29,4,1,0.3926455974578857,3.257623143080532,2020-09-29 21:43:31,21,0,1
413,WU,5.0055,22.8,41.0,0.0,19,4.4,130.6,150.0,0,5.0,1,2021-03-02,4,0,0.0706990249454975,4.5547963924569554,2021-03-02 21:06:59,21,0,1
414,WD,11.1368,51.56666666666667,37.0,0.0,26,5.0,143.7,160.0,0,19.0,1,2021-02-01,4,1,8.486665319651365,4.63073075854404,2021-02-01 18:43:06,18,1,1
415,18 x 60s hills [jog down],11.6161,44.35,145.2,3.0,48,8.1,155.7,184.0,0,47.0,1,2020-10-02,4,1,0.4226341843605041,3.818098510882016,2020-10-02 21:39:52,21,0,1
416,Fast twitch ,3.3503000000000003,20.3,37.0,0.0,23,8.9,137.5,160.0,0,7.0,1,2020-11-02,3,0,0.1474691089242696,6.058160668847692,2020-11-02 22:34:34,22,0,1
417,WU,4.1,20.0,0.0,0.0,14,0.0,,,0,,1,2020-07-07,4,0,0.0,4.8773778167983615,2020-07-07 10:09:31,10,1,1
418,Exam prep for tomorrow ,14.0021,45.0,3.0,3.0,46,7.1,159.2,191.0,1,61.0,1,2019-12-17,4,1,20.098365348530933,3.213652140377941,2019-12-17 18:48:38,18,1,1
419,If I were a goose I would wanna live there,9.47,41.75,10.0,0.0,39,5.9,123.6,143.0,0,8.0,1,2021-01-18,2,0,0.1057982444763183,4.408994708994709,2021-01-19 00:01:06,0,0,1
420,Simp ,10.0141,42.583333333333336,65.0,0.0,39,6.8,137.6,157.0,0,12.0,1,2020-03-10,2,0,67.91010018787347,4.2526154631283495,2020-03-10 07:56:12,7,1,1
